,gene
7717,Lpcat3
7718,Lpgat1
7719,Lpin2
7720,Lpl
7721,Lpp
7722,Lratd1
7723,Lrba
7724,Lrch1
7725,Lrch3
7726,Lrfn4
7727,Lrfn5
7728,Lrif1
7729,Lrig1
7730,Lrig2
7731,Lrit3
7732,Lrmda
7733,Lrp1
7734,Lrp10
7735,Lrp11
7736,Lrp1b
7737,Lrp2
7738,Lrp4
7739,Lrp5
7740,Lrp6
7741,Lrp8
7742,Lrpap1
7743,Lrpprc
7744,Lrr1
7745,Lrrc1
7746,Lrrc14
7747,Lrrc17
7748,Lrrc2
7749,Lrrc20
7750,Lrrc25
7751,Lrrc27
7752,Lrrc28
7753,Lrrc29
7754,Lrrc36
7755,Lrrc37a
7756,Lrrc38
7757,Lrrc40
7758,Lrrc41
7759,Lrrc42
7760,Lrrc49
7761,Lrrc4c
7762,Lrrc51
7763,Lrrc58
7764,Lrrc59
7765,Lrrc63
7766,Lrrc7
7767,Lrrc75a
7768,Lrrc75b
7769,Lrrc8a
7770,Lrrc8b
7771,Lrrc8c
7772,Lrrc8d
7773,Lrrc8e
7774,Lrrc9
7775,Lrrcc1
7776,Lrrfip1
7777,Lrrfip2
7778,Lrrk1
7779,Lrrk2
7780,Lrwd1
7781,Lsamp
7782,Lsg1
7783,Lsm1
7784,Lsm10
7785,Lsm12
7786,Lsm14a
7787,Lsm2
7788,Lsm3
7789,Lsm4
7790,Lsm5
7791,Lsm6
7792,Lsm7
7793,Lsm8
7794,Lsp1
7795,Lss
7796,Lst1
7797,Lta4h
7798,Ltb4r1
7799,Ltbp1
7800,Ltbp2
7801,Ltbp3
7802,Ltbp4
7803,Ltbr
7804,Ltn1
7805,Ltv1
7806,Luc7l
7807,Luc7l2
7808,Luc7l3
7809,Lurap1l
7810,Luzp1
7811,Luzp2
7812,Luzp4
7813,Lvrn
7814,Lxn
7815,Ly6a
7816,Ly6e
7817,Ly75
7818,Ly86
7819,Ly9
7820,Ly96
7821,Lyar
7822,Lyn
7823,Lynx1
7824,Lypd6b
7825,Lypla1
7826,Lypla2
7827,Lyrm1
7828,Lyrm2
7829,Lyrm4
7830,Lyrm7
7831,Lyrm9
7832,Lysmd2
7833,Lysmd3
7834,Lysmd4
7835,Lyst
7836,Lyz2
7837,Lzic
7838,Lztfl1
7839,Lztr1
7840,Lzts2
7841,M1ap
7842,M6pr
7843,Macc1
7844,Macf1
7845,Maco1
7846,Macrod1
7847,Macrod2
7848,Macroh2a1
7849,Macroh2a2
7850,Mad1l1
7851,Mad2l1
7852,Mad2l1bp
7853,Mad2l2
7854,Madcam1
7855,Madd
7856,Maea
7857,Mael
7858,Maf
7859,Maf1
7860,Mafg
7861,Mageb16
7862,Mageb18
7863,Maged1
7864,Maged2
7865,Magi1
7866,Magi2
7867,Magi3
7868,Magix
7869,Magoh
7870,Magohb
7871,Magt1
7872,Maip1
7873,Mak16
7874,Malat1
7875,Malrd1
7876,Malsu1
7877,Malt1
7878,Mamdc2
7879,Maml2
7880,Maml3
7881,Mamld1
7882,Man1a
7883,Man1a2
7884,Man1b1
7885,Man1c1
7886,Man2a1
7887,Man2a2
7888,Man2b1
7889,Man2b2
7890,Man2c1
7891,Manba
7892,Manbal
7893,Manea
7894,Manf
7895,Mansc1
7896,Maoa
7897,Map1a
7898,Map1b
7899,Map1lc3a
7900,Map1lc3b
7901,Map1s
7902,Map2
7903,Map2k1
7904,Map2k2
7905,Map2k3
7906,Map2k4
7907,Map2k5
7908,Map2k6
7909,Map3k1
7910,Map3k10
7911,Map3k11
7912,Map3k12
7913,Map3k13
7914,Map3k14
7915,Map3k15
7916,Map3k19
7917,Map3k2
7918,Map3k20
7919,Map3k3
7920,Map3k4
7921,Map3k5
7922,Map3k7
7923,Map3k7cl
7924,Map3k8
7925,Map4
7926,Map4k2
7927,Map4k3
7928,Map4k4
7929,Map4k5
7930,Map6
7931,Map7
7932,Map7d1
7933,Map7d2
7934,Mapk1
7935,Mapk10
7936,Mapk12
7937,Mapk13
7938,Mapk14
7939,Mapk1ip1l
7940,Mapk3
7941,Mapk4
7942,Mapk6
7943,Mapk8
7944,Mapk8ip1
7945,Mapk8ip3
7946,Mapk9
7947,Mapkap1
7948,Mapkapk2
7949,Mapkapk3
7950,Mapkbp1
7951,Mapre1
7952,Mapre2
7953,Mapre3
7954,Mapt
7955,Marchf1
7956,Marchf10
7957,Marchf2
7958,Marchf3
7959,Marchf4
7960,Marchf5
7961,Marchf6
7962,Marchf7
7963,Marchf8
7964,Marcks
7965,Marcksl1
7966,Marf1
7967,Mark2
7968,Mark3
7969,Mark4
7970,Mars1
7971,Marveld1
7972,Marveld2
7973,Masp1
7974,Masp2
7975,Mast1
7976,Mast2
7977,Mast4
7978,Mastl
7979,Mat2a
7980,Mat2b
7981,Matn2
7982,Matr3
7983,Mau2
7984,Max
7985,Maz
7986,Mb21d2
7987,Mbd1
7988,Mbd2
7989,Mbd3
7990,Mbd4
7991,Mbd5
7992,Mbip
7993,Mblac2
7994,Mbnl1
7995,Mbnl2
7996,Mbnl3
7997,Mboat1
7998,Mboat2
7999,Mboat7
8000,Mbp
8001,Mbtd1
8002,Mbtps1
8003,Mbtps2
8004,Mc1r
8005,Mcat
8006,Mcc
8007,Mccc1
8008,Mccc2
8009,Mcee
8010,Mcf2
8011,Mcfd2
8012,Mcl1
8013,Mcm10
8014,Mcm2
8015,Mcm3
8016,Mcm3ap
8017,Mcm4
8018,Mcm5
8019,Mcm6
8020,Mcm7
8021,Mcmbp
8022,Mcmdc2
8023,Mcoln1
8024,Mcph1
8025,Mcrip1
8026,Mcrip2
8027,Mcrs1
8028,Mctp1
8029,Mctp2
8030,Mcts1
8031,Mcts2
8032,Mcu
8033,Mcub
8034,Mcur1
8035,Mdc1
8036,Mdfic
8037,Mdga1
8038,Mdga2
8039,Mdh1
8040,Mdh2
8041,Mdm1
8042,Mdm2
8043,Mdm4
8044,Mdm4-ps
8045,Mdn1
8046,Mdp1
8047,Me1
8048,Me2
8049,Me3
8050,Mea1
8051,Meaf6
8052,Meak7
8053,Mecom
8054,Mecp2
8055,Mecr
8056,Med1
8057,Med10
8058,Med11
8059,Med12l
8060,Med13
8061,Med13l
8062,Med14
8063,Med15
8064,Med16
8065,Med17
8066,Med18
8067,Med19
8068,Med21
8069,Med22
8070,Med23
8071,Med24
8072,Med25
8073,Med26
8074,Med27
8075,Med28
8076,Med29
8077,Med30
8078,Med31
8079,Med4
8080,Med6
8081,Med7
8082,Med8
8083,Med9
8084,Medag
8085,Mef2a
8086,Mef2b
8087,Mef2c
8088,Mef2d
8089,Megf10
8090,Megf11
8091,Megf6
8092,Megf8
8093,Megf9
8094,Mei1
8095,Mei4
8096,Meikin
8097,Meiob
8098,Meis1
8099,Meis2
8100,Melk
8101,Memo1
8102,Men1
8103,Mep1a
8104,Mepce
8105,Mertk
8106,Mesd
8107,Met
8108,Metap1
8109,Metap1d
8110,Metap2
8111,Metrn
8112,Metrnl
8113,Mettl1
8114,Mettl14
8115,Mettl15
8116,Mettl16
8117,Mettl17
8118,Mettl18
8119,Mettl2
8120,Mettl21a
8121,Mettl21c
8122,Mettl22
8123,Mettl23
8124,Mettl26
8125,Mettl3
8126,Mettl5
8127,Mettl6
8128,Mettl7a1
8129,Mettl7a2
8130,Mettl7a3
8131,Mettl8
8132,Mettl9
8133,Mex3a
8134,Mfap1a
8135,Mfap1b
8136,Mfap3
8137,Mfap3l
8138,Mfap5
8139,Mff
8140,Mfge8
8141,Mfhas1
8142,Mfn1
8143,Mfn2
8144,Mfsd1
8145,Mfsd10
8146,Mfsd11
8147,Mfsd13a
8148,Mfsd13b
8149,Mfsd14a
8150,Mfsd14b
8151,Mfsd3
8152,Mfsd4a
8153,Mfsd5
8154,Mfsd6
8155,Mfsd8
8156,Mga
8157,Mgam
8158,Mgam2-ps
8159,Mgarp
8160,Mgat1
8161,Mgat2
8162,Mgat3
8163,Mgat4a
8164,Mgat4b
8165,Mgat4c
8166,Mgat5
8167,Mgme1
8168,Mgp
8169,Mgrn1
8170,Mgst1
8171,Mgst2
8172,Mgst3
8173,Mia2
8174,Mia3
8175,Mib1
8176,Mib2
8177,Mical2
8178,Mical3
8179,Micall1
8180,Micall2
8181,Micos10
8182,Micos13
8183,Micu1
8184,Micu2
8185,Micu3
8186,Mid1
8187,Mid1ip1
8188,Mid2
8189,Midn
8190,Mief1
8191,Mien1
8192,Mier1
8193,Mier3
8194,Mif
8195,Mif-ps3
8196,Mif4gd
8197,Miga1
8198,Miga2
8199,Miip
8200,Mill2
8201,Mindy1
8202,Mindy2
8203,Mindy3
8204,Mindy4
8205,Mink1
8206,Minpp1
8207,Mios
8208,Miox
8209,Mipep
8210,Mipol1
8211,Mir100hg
8212,Mir124a-1hg
8213,Mir217hg
8214,Mir22hg
8215,Mir5128
8216,Mir5136
8217,Mir6236
8218,Mir670hg
8219,Mir684-1
8220,Mir692-1
8221,Mir692-2
8222,Mir703
8223,Mir99ahg
8224,Mirt1
8225,Mis12
8226,Mis18a
8227,Mis18bp1
8228,Misp
8229,Mitd1
8230,Mki67
8231,Mkln1
8232,Mknk1
8233,Mknk2
8234,Mkrn1
8235,Mkrn2
8236,Mkx
8237,Mlec
8238,Mlf1
8239,Mlf2
8240,Mlh1
8241,Mlip
8242,Mlkl
8243,Mllt1
8244,Mllt10
8245,Mllt11
8246,Mllt3
8247,Mllt6
8248,Mlx
8249,Mlxip
8250,Mlxipl
8251,Mmab
8252,Mmachc
8253,Mmadhc
8254,Mmd
8255,Mmd2
8256,Mme
8257,Mmel1
8258,Mmgt1
8259,Mmgt2
8260,Mmp11
8261,Mmp14
8262,Mmp15
8263,Mmp16
8264,Mmp2
8265,Mmp25
8266,Mmp28
8267,Mmp3
8268,Mmp8
8269,Mmp9
8270,Mms19
8271,Mms22l
8272,Mmut
8273,Mnat1
8274,Mnd1
8275,Mnd1-ps
8276,Mndal
8277,Mns1
8278,Mnt
8279,Mob1a
8280,Mob1b
8281,Mob2
8282,Mob3a
8283,Mob3b
8284,Mob4
8285,Mocos
8286,Mocs1
8287,Mocs2
8288,Mogat1
8289,Mok
8290,Mon2
8291,Morc1
8292,Morc2a
8293,Morc3
8294,Morc4
8295,Morf4l1
8296,Morf4l1-ps1
8297,Morf4l2
8298,Morn1
8299,Morn2
8300,Morn3
8301,Morn4
8302,Morrbid
8303,Mosmo
8304,Mospd1
8305,Mospd2
8306,Mospd3
8307,Mov10
8308,Mov10l1
8309,Moxd1
8310,Mpc1
8311,Mpc1-ps
8312,Mpc2
8313,Mpdu1
8314,Mpdz
8315,Mphosph10
8316,Mphosph6
8317,Mphosph8
8318,Mphosph9
8319,Mpi
8320,Mpl
8321,Mplkip
8322,Mpnd
8323,Mpo
8324,Mpp1
8325,Mpp2
8326,Mpp5
8327,Mpp6
8328,Mpp7
8329,Mppe1
8330,Mprip
8331,Mpst
8332,Mpv17
8333,Mpv17l
8334,Mpv17l2
8335,Mpzl1
8336,Mr1
8337,Mrap
8338,Mras
8339,Mrc2
8340,Mre11a
8341,Mreg
8342,Mrfap1
8343,Mrgpra6
8344,Mri1
8345,Mrip-ps
8346,Mrm2
8347,Mrm3
8348,Mrnip
8349,Mroh1
8350,Mroh3
8351,Mroh5
8352,Mroh7
8353,Mroh8
8354,Mrpl1
8355,Mrpl10
8356,Mrpl11
8357,Mrpl12
8358,Mrpl13
8359,Mrpl14
8360,Mrpl15
8361,Mrpl16
8362,Mrpl17
8363,Mrpl18
8364,Mrpl19
8365,Mrpl2
8366,Mrpl20
8367,Mrpl21
8368,Mrpl22
8369,Mrpl23
8370,Mrpl23-ps1
8371,Mrpl24
8372,Mrpl27
8373,Mrpl27-ps
8374,Mrpl28
8375,Mrpl3
8376,Mrpl30
8377,Mrpl32
8378,Mrpl33
8379,Mrpl34
8380,Mrpl35
8381,Mrpl36
8382,Mrpl37
8383,Mrpl38
8384,Mrpl39
8385,Mrpl4
8386,Mrpl40
8387,Mrpl41
8388,Mrpl42
8389,Mrpl43
8390,Mrpl44
8391,Mrpl45
8392,Mrpl46
8393,Mrpl47
8394,Mrpl48
8395,Mrpl48-ps
8396,Mrpl49
8397,Mrpl50
8398,Mrpl51
8399,Mrpl52
8400,Mrpl54
8401,Mrpl55
8402,Mrpl57
8403,Mrpl58
8404,Mrpl9
8405,Mrps10
8406,Mrps11
8407,Mrps12
8408,Mrps14
8409,Mrps15
8410,Mrps16
8411,Mrps17
8412,Mrps18a
8413,Mrps18c
8414,Mrps21
8415,Mrps22
8416,Mrps23
8417,Mrps24
8418,Mrps25
8419,Mrps26
8420,Mrps27
8421,Mrps28
8422,Mrps30
8423,Mrps31
8424,Mrps33
8425,Mrps34
8426,Mrps35
8427,Mrps36
8428,Mrps36-ps1
8429,Mrps36-ps2
8430,Mrps5
8431,Mrps6
8432,Mrps7
8433,Mrps9
8434,Mrrf
8435,Mrs2
8436,Mrtfa
8437,Mrtfb
8438,Mrto4
8439,Mrto4-ps1
8440,Mrto4-ps2
8441,Ms4a18
8442,Ms4a20
8443,Msantd2
8444,Msantd3
8445,Msantd4
8446,Msh2
8447,Msh3
8448,Msh4
8449,Msh5
8450,Msh6
8451,Msi1
8452,Msi2
8453,Msl1
8454,Msl2
8455,Msl3
8456,Msln
8457,Msmo1
8458,Msn
8459,Msra
8460,Msrb1
8461,Msrb3
8462,Mst1r
8463,Msto1
8464,Mt1
8465,Mt2
8466,Mta1
8467,Mta2
8468,Mta3
8469,Mtap
8470,Mtarc2
8471,Mtbp
8472,Mtch1
8473,Mtch2
8474,Mtcl1
8475,Mtdh
8476,Mterf2
8477,Mterf3
8478,Mtf1
8479,Mtf2
8480,Mtfmt
8481,Mtfp1
8482,Mtfr1
8483,Mtfr1l
8484,Mtfr2
8485,Mtg1
8486,Mtg2
8487,Mthfd1
8488,Mthfd1l
8489,Mthfd2
8490,Mthfd2l
8491,Mthfr
8492,Mthfs
8493,Mthfsd
8494,Mthfsl
8495,Mtif2
8496,Mtif3
8497,Mtln
8498,Mtm1
8499,Mtmr1
8500,Mtmr10
8501,Mtmr11
8502,Mtmr12
8503,Mtmr14
8504,Mtmr2
8505,Mtmr3
8506,Mtmr4
8507,Mtmr6
8508,Mtmr9
8509,Mto1
8510,Mtor
8511,Mtpap
8512,Mtpn
8513,Mtr
8514,Mtres1
8515,Mtrex
8516,Mtrf1l
8517,Mtrr
8518,Mtss1
8519,Mttp
8520,Mturn
8521,Mtus1
8522,Mtus2
8523,Mtx1
8524,Mtx2
8525,Muc13
8526,Muc5ac
8527,Mug-ps1
8528,Mug2
8529,Mul1
8530,Mus81
8531,Mustn1
8532,Mutyh
8533,Mvb12a
8534,Mvb12b
8535,Mvk
8536,Mvp
8537,Mx2
8538,Mxd3
8539,Mxd4
8540,Mxi1
8541,Mxra7
8542,Mxra8
8543,Myadm
8544,Mybbp1a
8545,Mybl1
8546,Mybl2
8547,Mybpc1
8548,Myc
8549,Mycbp
8550,Mycbp2
8551,Mydgf
8552,Myef2
8553,Myg1
8554,Myh10
8555,Myh11
8556,Myh13
8557,Myh14
8558,Myh7
8559,Myh9
8560,Myl12a
8561,Myl12b
8562,Myl4
8563,Myl6
8564,Myl6b
8565,Mylip
8566,Mylk
8567,Mylk3
8568,Mylk4
8569,Mynn
8570,Myo10
8571,Myo15
8572,Myo15b
8573,Myo16
8574,Myo18a
8575,Myo19
8576,Myo1c
8577,Myo1d
8578,Myo1e
8579,Myo1f
8580,Myo1h
8581,Myo3a
8582,Myo3b
8583,Myo5a
8584,Myo5b
8585,Myo6
8586,Myo7a
8587,Myo9a
8588,Myo9b
8589,Myof
8590,Myom1
8591,Myom2
8592,Myom3
8593,Myoz3
8594,Mypn
8595,Myrf
8596,Myrip
8597,Mysm1
8598,Myzap
8599,Mzt1
8600,Mzt2
8601,N4bp1
8602,N4bp2
8603,N4bp2l1
8604,N4bp2l2
8605,N6amt1
8606,Naa10
8607,Naa15
8608,Naa16
8609,Naa20
8610,Naa25
8611,Naa35
8612,Naa38
8613,Naa40
8614,Naa50
8615,Naaa
8616,Naalad2
8617,Naaladl2
8618,Nab1
8619,Nabp1
8620,Nabp2
8621,Naca
8622,Nacc1
8623,Nacc2
8624,Nadk
8625,Nadk2
8626,Nae1
8627,Naf1
8628,Naga
8629,Nagk
8630,Naglu
8631,Naif1
8632,Naip1
8633,Naip2
8634,Nampt
8635,Nanog
8636,Nanos3
8637,Nanp
8638,Nans
8639,Nap1l1
8640,Nap1l4
8641,Napa
8642,Napepld
8643,Napg
8644,Narf
8645,Nars
8646,Nars2
8647,Nasp
8648,Nat10
8649,Nat9
8650,Natd1
8651,Nav1
8652,Nav2
8653,Nav3
8654,Naxd
8655,Naxe
8656,Nbas
8657,Nbdy
8658,Nbea
8659,Nbeal1
8660,Nbl1
8661,Nbn
8662,Nbr1
8663,Ncald
8664,Ncam1
8665,Ncam2
8666,Ncapd2
8667,Ncapd3
8668,Ncapg
8669,Ncapg2
8670,Ncaph
8671,Ncaph2
8672,Ncbp1
8673,Ncbp2
8674,Ncbp3
8675,Ncdn
8676,Nceh1
8677,Ncf2
8678,Nck1
8679,Nck2
8680,Nckap1
8681,Nckap1l
8682,Nckap5
8683,Nckap5l
8684,Ncl
8685,Ncln
8686,Ncmap
8687,Ncoa1
8688,Ncoa2
8689,Ncoa3
8690,Ncoa4
8691,Ncoa5
8692,Ncoa6
8693,Ncoa7
8694,Ncor1
8695,Ncor2
8696,Ncs1
8697,Ncstn
8698,Ndc1
8699,Ndc80
8700,Nde1
8701,Ndel1
8702,Ndfip1
8703,Ndfip2
8704,Ndrg1
8705,Ndrg3
8706,Ndrg4
8707,Ndst1
8708,Ndst3
8709,Ndst4
8710,Ndufa1
8711,Ndufa10
8712,Ndufa11
8713,Ndufa11b
8714,Ndufa12
8715,Ndufa12-ps
8716,Ndufa13
8717,Ndufa2
8718,Ndufa3
8719,Ndufa4
8720,Ndufa5
8721,Ndufa6
8722,Ndufa7
8723,Ndufa8
8724,Ndufa9
8725,Ndufab1
8726,Ndufab1-ps
8727,Ndufaf1
8728,Ndufaf2
8729,Ndufaf3
8730,Ndufaf4
8731,Ndufaf5
8732,Ndufaf6
8733,Ndufaf7
8734,Ndufaf8
8735,Ndufb1-ps
8736,Ndufb10
8737,Ndufb11
8738,Ndufb2
8739,Ndufb3
8740,Ndufb4
8741,Ndufb4c
8742,Ndufb5
8743,Ndufb6
8744,Ndufb7
8745,Ndufb8
8746,Ndufb9
8747,Ndufc1
8748,Ndufc2
8749,Ndufs1
8750,Ndufs2
8751,Ndufs3
8752,Ndufs4
8753,Ndufs5
8754,Ndufs5-ps
8755,Ndufs6
8756,Ndufs6b
8757,Ndufs7
8758,Ndufs8
8759,Ndufv1
8760,Ndufv2
8761,Ndufv3
8762,Neat1
8763,Neb
8764,Nebl
8765,Necab1
8766,Necap1
8767,Necap2
8768,Nectin1
8769,Nectin2
8770,Nectin3
8771,Nedd1
8772,Nedd4
8773,Nedd4l
8774,Nedd8
8775,Nedd9
8776,Negr1
8777,Neil3
8778,Nek1
8779,Nek10
8780,Nek11
8781,Nek2
8782,Nek3
8783,Nek4
8784,Nek5
8785,Nek6
8786,Nek7
8787,Nek8
8788,Nek9
8789,Nelfa
8790,Nelfb
8791,Nelfcd
8792,Nelfe
8793,Nell1
8794,Nemf
8795,Nemp1
8796,Nenf
8797,Neo1
8798,Nepn
8799,Net1
8800,Neu1
8801,Neu3
8802,Neurl1a
8803,Neurl1b
8804,Neurl3
8805,Neurl4
8806,Nexmif
8807,Nexn
8808,Nf1
8809,Nf2
8810,Nfam1
8811,Nfasc
8812,Nfat5
8813,Nfatc2ip
8814,Nfatc3
8815,Nfe2l1
8816,Nfe2l2
8817,Nfe2l3
8818,Nfia
8819,Nfib
8820,Nfic
8821,Nfil3
8822,Nfix
8823,Nfkb1
8824,Nfkb2
8825,Nfkbia
8826,Nfkbib
8827,Nfkbie
8828,Nfkbil1
8829,Nfkbiz
8830,Nfrkb
8831,Nfs1
8832,Nfu1
8833,Nfx1
8834,Nfxl1
8835,Nfya
8836,Nfyb
8837,Nfyc
8838,Ngdn
8839,Ngef
8840,Ngly1
8841,Ngrn
8842,Nhej1
8843,Nhlrc2
8844,Nhp2
8845,Nhs
8846,Nhsl1
8847,Nhsl2
8848,Nicn1
8849,Nid1
8850,Nid2
8851,Nif3l1
8852,Nifk
8853,Nim1k
8854,Nin
8855,Ninj1
8856,Ninj2
8857,Ninl
8858,Nip7
8859,Nipa1
8860,Nipa2
8861,Nipal3
8862,Nipbl
8863,Nipsnap1
8864,Nipsnap2
8865,Nipsnap3b
8866,Nisch
8867,Nit1
8868,Nit2
8869,Nkain1
8870,Nkain2
8871,Nkain4
8872,Nkap
8873,Nkapd1
8874,Nkiras1
8875,Nkiras2
8876,Nkrf
8877,Nktr
8878,Nle1
8879,Nlgn2
8880,Nlk
8881,Nln
8882,Nlrc3
8883,Nlrc4
8884,Nlrc5
8885,Nlrp12
8886,Nlrp1a
8887,Nlrp1c-ps
8888,Nlrp2
8889,Nlrp3
8890,Nlrp4c
8891,Nlrp4f
8892,Nlrp9b
8893,Nmbr
8894,Nmd3
8895,Nme1
8896,Nme2
8897,Nme4
8898,Nme5
8899,Nme6
8900,Nme7
8901,Nmi
8902,Nmnat2
8903,Nmral1
8904,Nmt1
8905,Nmt2
8906,Nmur1
8907,Nnmt
8908,Noa1
8909,Nob1
8910,Noc2l
8911,Noc3l
8912,Noc4l
8913,Nod1
8914,Nol10
8915,Nol11
8916,Nol12
8917,Nol4
8918,Nol4l
8919,Nol7
8920,Nol8
8921,Nol9
8922,Nolc1
8923,Nom1
8924,Nomo1
8925,Nono
8926,Nop10
8927,Nop14
8928,Nop16
8929,Nop2
8930,Nop53
8931,Nop56
8932,Nop58
8933,Nop9
8934,Nos1
8935,Nos1ap
8936,Nosip
8937,Nostrin
8938,Notch2
8939,Notch4
8940,Nox1
8941,Npas2
8942,Npat
8943,Npc1
8944,Npc2
8945,Npcd
8946,Npdc1
8947,Npepl1
8948,Npepps
8949,Nphp1
8950,Nphs1
8951,Npl
8952,Nploc4
8953,Npm1
8954,Npm2
8955,Npm3
8956,Npm3-ps1
8957,Npr3
8958,Nprl3
8959,Npsr1
8960,Nptn
8961,Nptxr
8962,Nqo1
8963,Nqo2
8964,Nr1d2
8965,Nr1h2
8966,Nr1h4
8967,Nr1i2
8968,Nr2c1
8969,Nr2c2
8970,Nr2f2
8971,Nr3c1
8972,Nr4a1
8973,Nr4a3
8974,Nr5a2
8975,Nr6a1
8976,Nradd
8977,Nras
8978,Nrbf2
8979,Nrbp1
8980,Nrcam
8981,Nrd1
8982,Nrde2
8983,Nrep
8984,Nrf1
8985,Nrg1
8986,Nrg2
8987,Nrg3
8988,Nrg4
8989,Nrip1
8990,Nrip2
8991,Nrp1
8992,Nrp2
8993,Nrxn1
8994,Nrxn2
8995,Nrxn3
8996,Nsa2
8997,Nsa2-ps1
8998,Nsd1
8999,Nsd2
9000,Nsd3
9001,Nsdhl
9002,Nsf
9003,Nsfl1c
9004,Nsg1
9005,Nsl1
9006,Nsmaf
9007,Nsmce1
9008,Nsmce2
9009,Nsmce3
9010,Nsmce4a
9011,Nsmf
9012,Nsrp1
9013,Nsun2
9014,Nsun3
9015,Nsun4
9016,Nsun5
9017,Nsun6
9018,Nsun7
9019,Nt5c
9020,Nt5c2
9021,Nt5c3
9022,Nt5c3b
9023,Nt5dc1
9024,Nt5dc2
9025,Nt5e
9026,Nt5m
9027,Ntan1
9028,Nthl1
9029,Ntmt1
9030,Ntn4
9031,Ntng2
9032,Ntpcr
9033,Ntrk3
9034,Nts
9035,Nuak1
9036,Nuak2
9037,Nub1
9038,Nubp1
9039,Nubp2
9040,Nubpl
9041,Nucb1
9042,Nucb2
9043,Nucks1
9044,Nudc
9045,Nudc-ps1
9046,Nudcd1
9047,Nudcd2
9048,Nudcd3
9049,Nudt1
9050,Nudt13
9051,Nudt14
9052,Nudt16l1
9053,Nudt18
9054,Nudt19
9055,Nudt2
9056,Nudt21
9057,Nudt22
9058,Nudt3
9059,Nudt4
9060,Nudt5
9061,Nudt9
9062,Nuf2
9063,Nufip1
9064,Nufip2
9065,Numa1
9066,Numb
9067,Nup107
9068,Nup133
9069,Nup153
9070,Nup155
9071,Nup160
9072,Nup188
9073,Nup205
9074,Nup210
9075,Nup210l
9076,Nup214
9077,Nup35
9078,Nup37
9079,Nup43
9080,Nup50
9081,Nup54
9082,Nup62
9083,Nup85
9084,Nup88
9085,Nup93
9086,Nup98
9087,Nupl2
9088,Nupr1
9089,Nupr1l
9090,Nus1
9091,Nusap1
9092,Nutf2
9093,Nutf2-ps1
9094,Nutf2-ps2
9095,Nvl
9096,Nwd1
9097,Nwd2
9098,Nxf1
9099,Nxn
9100,Nxpe3
9101,Nxpe4
9102,Nxt1
9103,Nxt2
9104,Nyap2
9105,Nynrin
9106,Oaf
9107,Oard1
9108,Oas1a
9109,Oas1b
9110,Oas1c
9111,Oas1f
9112,Oas1g
9113,Oas2
9114,Oas3
9115,Oasl1
9116,Oasl2
9117,Oat
9118,Oaz1
9119,Oaz1-ps
9120,Oaz2
9121,Obox6
9122,Obsl1
9123,Oca2
9124,Ocel1
9125,Ociad1
9126,Ocln
9127,Ocrl
9128,Odc1
9129,Odf2
9130,Odf2l
9131,Odr4
9132,Ofd1
9133,Oga
9134,Ogdh
9135,Ogdhl
9136,Ogfod1
9137,Ogfod2
9138,Ogfod3
9139,Ogfr
9140,Ogg1
9141,Ogn
9142,Ogt
9143,Oip5
9144,Oip5os1
9145,Ola1
9146,Olfml2b
9147,Olfml3
9148,Olfr1030
9149,Olfr1033
9150,Olfr1106
9151,Olfr1156
9152,Olfr1217
9153,Olfr1256
9154,Olfr1271
9155,Olfr1326-ps1
9156,Olfr1369-ps1
9157,Olfr1513
9158,Olfr275
9159,Olfr279
9160,Olfr365
9161,Olfr373
9162,Olfr482
9163,Olfr56
9164,Olfr620
9165,Olfr643
9166,Olfr647-ps1
9167,Olfr655
9168,Olfr66
9169,Olfr678
9170,Olfr694
9171,Olfr77
9172,Olfr889
9173,Olfr972
9174,Oma1
9175,Omd
9176,Onecut2
9177,Opa1
9178,Opa3
9179,Opcml
9180,Ophn1
9181,Oplah
9182,Oprd1
9183,Optn
9184,Orai1
9185,Orai2
9186,Orai3
9187,Orc1
9188,Orc2
9189,Orc3
9190,Orc4
9191,Orc5
9192,Orc6
9193,Ormdl1
9194,Ormdl3
9195,Os9
9196,Osbp
9197,Osbp2
9198,Osbpl10
9199,Osbpl11
9200,Osbpl1a
9201,Osbpl2
9202,Osbpl3
9203,Osbpl5
9204,Osbpl6
9205,Osbpl7
9206,Osbpl8
9207,Osbpl9
9208,Oscp1
9209,Oser1
9210,Osgep
9211,Osmr
9212,Ost4
9213,Ostc
9214,Ostf1
9215,Ostm1
9216,Otoa
9217,Otof
9218,Otub1
9219,Otud4
9220,Otud5
9221,Otud6b
9222,Otud7b
9223,Otulin
9224,Otx2os1
9225,Ovol2
9226,Oxa1l
9227,Oxct1
9228,Oxnad1
9229,Oxr1
9230,Oxsr1
9231,P2rx4
9232,P2rx7
9233,P3h1
9234,P3h3
9235,P3h4
9236,P4ha1
9237,P4ha2
9238,P4hb
9239,Pa2g4
9240,Pabpc1
9241,Pabpc1l
9242,Pabpc4
9243,Pacc1
9244,Pacs1
9245,Pacs2
9246,Pacsin1
9247,Pacsin2
9248,Pacsin3
9249,Padi3
9250,Padi4
9251,Padi6
9252,Paf1
9253,Pafah1b1
9254,Pafah1b2
9255,Pafah1b3
9256,Pag1
9257,Paics
9258,Paip1
9259,Paip2
9260,Paip2b
9261,Pak1
9262,Pak1ip1
9263,Pak2
9264,Pak3
9265,Pak6
9266,Pak7
